toy_qb_jt_1	0	toy_cb_sk_1	2
toy_qb_jt_1	0	toy_cb_sk_2	2
toy_qb_jt_1	0	toy_cb_sk_5	1
toy_qb_jt_1	0	toy_cb_sk_6	1
toy_qb_jt_1	0	toy_cb_sk_7	1
toy_qb_jt_1	0	toy_cb_sk_28	1
toy_qb_jt_1	0	toy_cb_sk_29	1
toy_qb_jt_1	0	toy_cb_sk_30	1
toy_qb_jt_2	0	toy_cb_sk_1	2
toy_qb_jt_2	0	toy_cb_sk_3	2
toy_qb_jt_2	0	toy_cb_sk_4	2
toy_qb_jt_2	0	toy_cb_sk_5	2
toy_qb_jt_2	0	toy_cb_sk_28	1
toy_qb_jt_2	0	toy_cb_sk_29	1
toy_qb_jt_2	0	toy_cb_sk_30	1
toy_qb_jt_3	0	toy_cb_sk_6	2
toy_qb_jt_3	0	toy_cb_sk_7	2
toy_qb_jt_3	0	toy_cb_sk_8	2
toy_qb_jt_3	0	toy_cb_sk_28	1
toy_qb_jt_3	0	toy_cb_sk_29	2
toy_qb_jt_3	0	toy_cb_sk_30	2
toy_qb_jt_4	0	toy_cb_sk_9	2
toy_qb_jt_4	0	toy_cb_sk_10	2
toy_qb_jt_4	0	toy_cb_sk_11	2
toy_qb_jt_4	0	toy_cb_sk_29	1
toy_qb_jt_4	0	toy_cb_sk_30	1
toy_qb_jt_5	0	toy_cb_sk_12	2
toy_qb_jt_5	0	toy_cb_sk_13	2
toy_qb_jt_5	0	toy_cb_sk_14	1
toy_qb_jt_5	0	toy_cb_sk_29	2
toy_qb_jt_5	0	toy_cb_sk_30	1
toy_qb_jt_6	0	toy_cb_sk_15	2
toy_qb_jt_6	0	toy_cb_sk_16	2
toy_qb_jt_6	0	toy_cb_sk_17	1
toy_qb_jt_6	0	toy_cb_sk_28	1
toy_qb_jt_6	0	toy_cb_sk_29	1
toy_qb_jt_6	0	toy_cb_sk_30	1
toy_qb_jt_7	0	toy_cb_sk_18	2
toy_qb_jt_7	0	toy_cb_sk_19	2
toy_qb_jt_7	0	toy_cb_sk_20	2
toy_qb_jt_7	0	toy_cb_sk_28	1
toy_qb_jt_7	0	toy_cb_sk_29	1
toy_qb_jt_8	0	toy_cb_sk_21	2
toy_qb_jt_8	0	toy_cb_sk_22	2
toy_qb_jt_8	0	toy_cb_sk_23	2
toy_qb_jt_8	0	toy_cb_sk_28	1
toy_qb_jt_8	0	toy_cb_sk_30	1
toy_qb_jt_9	0	toy_cb_sk_24	2
toy_qb_jt_9	0	toy_cb_sk_25	2
toy_qb_jt_9	0	toy_cb_sk_26	1
toy_qb_jt_9	0	toy_cb_sk_27	1
toy_qb_jt_9	0	toy_cb_sk_29	2
toy_qb_jt_10	0	toy_cb_sk_27	2
toy_qb_jt_10	0	toy_cb_sk_28	2
toy_qb_jt_10	0	toy_cb_sk_29	2
toy_qb_jt_10	0	toy_cb_sk_30	1
